Textbox8,tbToday
Instrument Table (Website),Report Generated: 9/29/2012

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Array,SubsiteID,Subsite,NodeType,Class,ClassAlternateName,ClassDescription,DataProducts,Relative_Depths__m_
RS,RS03AXVM,Axial Mooring,SF (Shallow Profiler Science Float),OPTAA,Absorption Spectrophotometer,Measures optical attenuation and absorption,Optical Absorption Coefficient; Optical Beam Attenuation Coefficient; Reference Beam Attenuation; Signal Beam Attenuation; Temperature from OPTAA,Near sea surface to 200 
RS,RS03AXVM,Axial Mooring,SF (Shallow Profiler Science Float),PARAD,Photosynthetically Available Radiation,Measures optical attenuation and absorption at 400-700nm wavelengths,Photosynthetically Active Radiation (PAR),Near sea surface to 200 
RS,RS03AXVM,Axial Mooring,SF (Shallow Profiler Science Float),PCO2W,pCO2 Water,Measures partial pressure of CO2 in the water column,Optical Absorbance Ratio at 434nm; Optical Absorbance Ratio at 620nm; PCO2W Thermistor Temperature; Patial Pressure of CO2 in Water,Near sea surface to 200 
RS,RS03AXVM,Axial Mooring,SF (Shallow Profiler Science Float),PHSEN,Seawater pH,pH,PHSEN Thermistor Temperature; Optical Absorbance Signal Intensity at 434nm; Optical Absorbance Signal Intensity at 578nm; pH,Near sea surface to 200 
RS,RS03AXVM,Axial Mooring,SF (Shallow Profiler Science Float),SPKIR,Spectral Irradiance,Measures downwelling spectral irradiance,Diffuse Attenuation Coefficient; Downwelling Spectral Irradiance,Near sea surface to 200 
RS,RS03AXVM,Axial Mooring,SF (Shallow Profiler Science Float),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity,Near sea surface to 200 
RS,RS03CCAL,Central Caldera,MJ (MP Jbox),BOTPT,Bottom Pressure and Tilt,Measures seafloor inflation and deflation due to magmatic processes,"Pressure; Seafloor Uplift and Deflation; X Tilt, Y Tilt ",Bottom 
RS,RS03CCAL,Central Caldera,MJ (MP Jbox),HYDLF,Low Frequency Broadband Acoustic Receiver (Hydrophone) on Seafloor,"Broadband (Passive) Acoustic Receiver to measure acoustic signal of wind, rain, and seismic t-phases",Acoustic Pressure Waves , 
RS,RS03CCAL,Central Caldera,MJ (MP Jbox),OBSBB,Broadband Ocean Bottom Seismometer,Measures global/regional seismic events and harmonic tremors,Broadband Ground Acceleration; Broadband Ground Velocity , 
RS,RS03ECAL,Eastern Caldera,MJ (MP Jbox),BOTPT,Bottom Pressure and Tilt,Measures seafloor inflation and deflation due to magmatic processes,"Pressure; Seafloor Uplift and Deflation; X Tilt, Y Tilt ", 
RS,RS03ECAL,Eastern Caldera,MJ (MP Jbox),HYDLF,Low Frequency Broadband Acoustic Receiver (Hydrophone) on Seafloor,"Broadband (Passive) Acoustic Receiver to measure acoustic signal of wind, rain, and seismic t-phases",Acoustic Pressure Waves ,Bottom 
RS,RS03ECAL,Eastern Caldera,MJ (MP Jbox),OBSSP,Short-Period Ocean Bottom Seismometer,Measures regional/local seismic activity,Short Period Ground Velocity, 
RS,RS03INT1,International District 1,MJ (MP Jbox),THSPH,Hydrothermal Vent Fluid In-situ Chemistry,"Measures hydrothermal vent fluid temperature, hydrogen, hydrogen sulfide and pH",Hydrogen Concentration; Hydrogen Sulfide Concentration; pH; Vent Fluid Temperature from THSPH,Bottom 
RS,RS03INT1,International District 1,MJ (MP Jbox),TRHPH,Hydrothermal Vent Fluid Temperature and Resistivity,"Measures hydrothermal vent fluid temperature, resistivity, and eH",Vent Fluid Chloride Concentration; Vent Fluid Oxidation-Reduction Potential (ORP); Resistivity R1; Resistivity R2; Resistivity R3; Vent Fluid Temperature from TRHPH; Thermocouple Temperature; ORP Volts; Thermistor Temperature,Bottom 
RS,RS03INT2,International District 2,MJ (MP Jbox),BOTPT,Bottom Pressure and Tilt,Measures seafloor inflation and deflation due to magmatic processes,"Pressure; Seafloor Uplift and Deflation; X Tilt, Y Tilt ", 
RS,RS03INT2,International District 2,MJ (MP Jbox),CAMDS,Digital Still Camera with Strobes,"Ethernet Camera with strobes for digital still imagery of water column biology, vents, diffuse flow, seeps, macrofauna",Still Image , 
RS,RS03INT2,International District 2,MJ (MP Jbox),MASSP,Mass Spectrometer,Mass Spectrometer for dissolved gases in hydrothermal and seep fluids,Suite of Dissolved Gas Measurements (10-20 individual gases) vs. Time , 
RS,RS03INT2,International District 2,MJ (MP Jbox),OBSSP,Short-Period Ocean Bottom Seismometer,Measures regional/local seismic activity,Short Period Ground Velocity,Bottom 
RS,RS03INT2,International District 2,MJ (MP Jbox),PPSDN,Particulate DNA Sampler,Used to measure microbial community,16s rRNA sequence of filtered physical sample, 
RS,RS03INT2,International District 2,MJ (MP Jbox),RASFL,Hydrothermal Vent Fluid Interactive Sampler,"Used for measuring major/trace element chemistry, temperature, H2S, pH",Physical Fluid Sample; Vent Fluid Temperature from RASFL , 
RS,RS03INT2,International District 2,MJ (MP Jbox),VEL3D,3-D Single Point Velocity Meter,"3-D single point velocity, fast enough to measure fluctuating velocity in u,v,w (u',v',w') or platform motion on moving profilers",Turbulent Point Water Velocity, 

