Textbox8,tbToday
Subseries Attributes Report,Report Generated: 4/28/2014

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"

Class,Series,Subseries,Subseries_Name,Attribute,AttributeValue
DOSTA,J,01,DOSTA Series J Sub 01,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,J,01,DOSTA Series J Sub 01,CE Spares,
DOSTA,J,01,DOSTA Series J Sub 01,CGSN MREFC Spares,
DOSTA,J,01,DOSTA Series J Sub 01,CGSN O&M Spares,
DOSTA,J,01,DOSTA Series J Sub 01,CGSN P/N,
DOSTA,J,01,DOSTA Series J Sub 01,ClassLongName,oxygen_dissolved_stable
DOSTA,J,01,DOSTA Series J Sub 01,Comments,
DOSTA,J,01,DOSTA Series J Sub 01,CP Spares,
DOSTA,J,01,DOSTA Series J Sub 01,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,J,01,DOSTA Series J Sub 01,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,J,01,DOSTA Series J Sub 01,Global Spares,
DOSTA,J,01,DOSTA Series J Sub 01,Instrument Configuration,
DOSTA,J,01,DOSTA Series J Sub 01,Link to the Specification,
DOSTA,J,01,DOSTA Series J Sub 01,Notes,
DOSTA,J,01,DOSTA Series J Sub 01,PrimaryScienceDiscipline,C
DOSTA,J,01,DOSTA Series J Sub 01,Produces Acoustic Interference,
DOSTA,J,01,DOSTA Series J Sub 01,Ready for 2013?,
DOSTA,J,01,DOSTA Series J Sub 01,RSN O&M Spares,
DOSTA,J,01,DOSTA Series J Sub 01,RSN Part Number,
DOSTA,J,01,DOSTA Series J Sub 01,Susceptible to Acoustic Interference,
DOSTA,J,01,DOSTA Series J Sub 01,"Vendor CLIN, SubCLIN or Model #",
DOSTA,K,01,DOSTA Series K Sub 01,2009 Baseline Price*,"$6,000.00"
DOSTA,K,01,DOSTA Series K Sub 01,2009 Deployed Instrument Count,61
DOSTA,K,01,DOSTA Series K Sub 01,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,K,01,DOSTA Series K Sub 01,CE Spares,
DOSTA,K,01,DOSTA Series K Sub 01,CGSN MREFC Spares,
DOSTA,K,01,DOSTA Series K Sub 01,CGSN O&M Spares,
DOSTA,K,01,DOSTA Series K Sub 01,CGSN P/N,
DOSTA,K,01,DOSTA Series K Sub 01,ClassLongName,oxygen_dissolved_stable
DOSTA,K,01,DOSTA Series K Sub 01,Comments,
DOSTA,K,01,DOSTA Series K Sub 01,CP Spares,
DOSTA,K,01,DOSTA Series K Sub 01,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,K,01,DOSTA Series K Sub 01,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,K,01,DOSTA Series K Sub 01,Global Spares,
DOSTA,K,01,DOSTA Series K Sub 01,Instrument Configuration,
DOSTA,K,01,DOSTA Series K Sub 01,Link to the Specification,
DOSTA,K,01,DOSTA Series K Sub 01,Notes,
DOSTA,K,01,DOSTA Series K Sub 01,PrimaryScienceDiscipline,C
DOSTA,K,01,DOSTA Series K Sub 01,Produces Acoustic Interference,
DOSTA,K,01,DOSTA Series K Sub 01,Ready for 2013?,
DOSTA,K,01,DOSTA Series K Sub 01,RSN O&M Spares,
DOSTA,K,01,DOSTA Series K Sub 01,RSN Part Number,
DOSTA,K,01,DOSTA Series K Sub 01,Susceptible to Acoustic Interference,
DOSTA,K,01,DOSTA Series K Sub 01,"Vendor CLIN, SubCLIN or Model #",
DOSTA,L,01,DOSTA Series L Sub 01,2009 Baseline Price*,"$6,000.00"
DOSTA,L,01,DOSTA Series L Sub 01,2009 Deployed Instrument Count,61
DOSTA,L,01,DOSTA Series L Sub 01,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,L,01,DOSTA Series L Sub 01,CE Spares,
DOSTA,L,01,DOSTA Series L Sub 01,CGSN MREFC Spares,
DOSTA,L,01,DOSTA Series L Sub 01,CGSN O&M Spares,
DOSTA,L,01,DOSTA Series L Sub 01,CGSN P/N,1331-00002-00002
DOSTA,L,01,DOSTA Series L Sub 01,ClassLongName,oxygen_dissolved_stable
DOSTA,L,01,DOSTA Series L Sub 01,Comments,McLane P/N: 200-1365
DOSTA,L,01,DOSTA Series L Sub 01,CP Spares,
DOSTA,L,01,DOSTA Series L Sub 01,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,L,01,DOSTA Series L Sub 01,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,L,01,DOSTA Series L Sub 01,Global Spares,
DOSTA,L,01,DOSTA Series L Sub 01,Instrument Configuration,Aanderaa optode 4330
DOSTA,L,01,DOSTA Series L Sub 01,Link to the Specification,
DOSTA,L,01,DOSTA Series L Sub 01,Notes,
DOSTA,L,01,DOSTA Series L Sub 01,PrimaryScienceDiscipline,C
DOSTA,L,01,DOSTA Series L Sub 01,Produces Acoustic Interference,
DOSTA,L,01,DOSTA Series L Sub 01,Ready for 2013?,
DOSTA,L,01,DOSTA Series L Sub 01,RSN O&M Spares,
DOSTA,L,01,DOSTA Series L Sub 01,RSN Part Number,
DOSTA,L,01,DOSTA Series L Sub 01,Susceptible to Acoustic Interference,
DOSTA,L,01,DOSTA Series L Sub 01,"Vendor CLIN, SubCLIN or Model #",
DOSTA,M,01,DOSTA Series M Sub 01,2009 Baseline Price*,"$6,000.00"
DOSTA,M,01,DOSTA Series M Sub 01,2009 Deployed Instrument Count,61
DOSTA,M,01,DOSTA Series M Sub 01,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,M,01,DOSTA Series M Sub 01,CE Spares,
DOSTA,M,01,DOSTA Series M Sub 01,CGSN MREFC Spares,
DOSTA,M,01,DOSTA Series M Sub 01,CGSN O&M Spares,
DOSTA,M,01,DOSTA Series M Sub 01,CGSN P/N,1331-00002-00003
DOSTA,M,01,DOSTA Series M Sub 01,ClassLongName,oxygen_dissolved_stable
DOSTA,M,01,DOSTA Series M Sub 01,Comments,TWR P/N: G-4663 Rev. 01
DOSTA,M,01,DOSTA Series M Sub 01,CP Spares,
DOSTA,M,01,DOSTA Series M Sub 01,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,M,01,DOSTA Series M Sub 01,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,M,01,DOSTA Series M Sub 01,Global Spares,
DOSTA,M,01,DOSTA Series M Sub 01,Instrument Configuration,Aanderaa optode 4831
DOSTA,M,01,DOSTA Series M Sub 01,Link to the Specification,
DOSTA,M,01,DOSTA Series M Sub 01,Notes,
DOSTA,M,01,DOSTA Series M Sub 01,PrimaryScienceDiscipline,C
DOSTA,M,01,DOSTA Series M Sub 01,Produces Acoustic Interference,
DOSTA,M,01,DOSTA Series M Sub 01,Ready for 2013?,
DOSTA,M,01,DOSTA Series M Sub 01,RSN O&M Spares,
DOSTA,M,01,DOSTA Series M Sub 01,RSN Part Number,
DOSTA,M,01,DOSTA Series M Sub 01,Susceptible to Acoustic Interference,
DOSTA,M,01,DOSTA Series M Sub 01,"Vendor CLIN, SubCLIN or Model #",
DOSTA,N,01,DOSTA Series N Sub 01,2009 Baseline Price*,"$6,000.00"
DOSTA,N,01,DOSTA Series N Sub 01,2009 Deployed Instrument Count,61
DOSTA,N,01,DOSTA Series N Sub 01,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,N,01,DOSTA Series N Sub 01,CE Spares,
DOSTA,N,01,DOSTA Series N Sub 01,CGSN MREFC Spares,
DOSTA,N,01,DOSTA Series N Sub 01,CGSN O&M Spares,
DOSTA,N,01,DOSTA Series N Sub 01,CGSN P/N,1331-00002-00004
DOSTA,N,01,DOSTA Series N Sub 01,ClassLongName,oxygen_dissolved_stable
DOSTA,N,01,DOSTA Series N Sub 01,Comments,Hydroid P/N: 
DOSTA,N,01,DOSTA Series N Sub 01,CP Spares,
DOSTA,N,01,DOSTA Series N Sub 01,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,N,01,DOSTA Series N Sub 01,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,N,01,DOSTA Series N Sub 01,Global Spares,
DOSTA,N,01,DOSTA Series N Sub 01,Instrument Configuration,Aanderaa optode 4330
DOSTA,N,01,DOSTA Series N Sub 01,Link to the Specification,
DOSTA,N,01,DOSTA Series N Sub 01,Notes,
DOSTA,N,01,DOSTA Series N Sub 01,PrimaryScienceDiscipline,C
DOSTA,N,01,DOSTA Series N Sub 01,Produces Acoustic Interference,
DOSTA,N,01,DOSTA Series N Sub 01,Ready for 2013?,
DOSTA,N,01,DOSTA Series N Sub 01,RSN O&M Spares,
DOSTA,N,01,DOSTA Series N Sub 01,RSN Part Number,
DOSTA,N,01,DOSTA Series N Sub 01,Susceptible to Acoustic Interference,
DOSTA,N,01,DOSTA Series N Sub 01,"Vendor CLIN, SubCLIN or Model #",
DOSTA,O,01,DOSTA Series O Sub 01,2009 Baseline Price*,"$6,000.00"
DOSTA,O,01,DOSTA Series O Sub 01,2009 Deployed Instrument Count,61
DOSTA,O,01,DOSTA Series O Sub 01,Alternate Instrument Class Name,Dissolved Oxygen Stable Response
DOSTA,O,01,DOSTA Series O Sub 01,CE Spares,
DOSTA,O,01,DOSTA Series O Sub 01,CGSN MREFC Spares,
DOSTA,O,01,DOSTA Series O Sub 01,CGSN O&M Spares,
DOSTA,O,01,DOSTA Series O Sub 01,CGSN P/N,
DOSTA,O,01,DOSTA Series O Sub 01,ClassLongName,oxygen_dissolved_stable
DOSTA,O,01,DOSTA Series O Sub 01,Comments,
DOSTA,O,01,DOSTA Series O Sub 01,CP Spares,
DOSTA,O,01,DOSTA Series O Sub 01,Description,"Measures dissolved oxygen concentrations on mobile assets, deep profilers, and moorings"
DOSTA,O,01,DOSTA Series O Sub 01,ECRs that changed the count,"ECR 1303-00796, ECR 1303-00928"
DOSTA,O,01,DOSTA Series O Sub 01,Global Spares,
DOSTA,O,01,DOSTA Series O Sub 01,Instrument Configuration,
DOSTA,O,01,DOSTA Series O Sub 01,Link to the Specification,
DOSTA,O,01,DOSTA Series O Sub 01,Notes,
DOSTA,O,01,DOSTA Series O Sub 01,PrimaryScienceDiscipline,C
DOSTA,O,01,DOSTA Series O Sub 01,Produces Acoustic Interference,
DOSTA,O,01,DOSTA Series O Sub 01,Ready for 2013?,
DOSTA,O,01,DOSTA Series O Sub 01,RSN O&M Spares,
DOSTA,O,01,DOSTA Series O Sub 01,RSN Part Number,
DOSTA,O,01,DOSTA Series O Sub 01,Susceptible to Acoustic Interference,
DOSTA,O,01,DOSTA Series O Sub 01,"Vendor CLIN, SubCLIN or Model #",
FDCHP,A,01,FDCHP Series A Sub 01,2009 Baseline Price*,"$55,900.00"
FDCHP,A,01,FDCHP Series A Sub 01,2009 Deployed Instrument Count,7
FDCHP,A,01,FDCHP Series A Sub 01,Alternate Instrument Class Name,Direct Covariance Flux
FDCHP,A,01,FDCHP Series A Sub 01,CE Spares,1
FDCHP,A,01,FDCHP Series A Sub 01,CGSN MREFC Spares,1
FDCHP,A,01,FDCHP Series A Sub 01,CGSN O&M Spares,2
FDCHP,A,01,FDCHP Series A Sub 01,CGSN P/N,3305-00004-00001
FDCHP,A,01,FDCHP Series A Sub 01,ClassLongName,flux_direct_cov_HP
FDCHP,A,01,FDCHP Series A Sub 01,Comments,
FDCHP,A,01,FDCHP Series A Sub 01,CP Spares,
FDCHP,A,01,FDCHP Series A Sub 01,Description,Measures vertical fluxes associated with eddies in the flow over the ocean
FDCHP,A,01,FDCHP Series A Sub 01,ECRs that changed the count,1300-00318 & 1303-00996
FDCHP,A,01,FDCHP Series A Sub 01,Global Spares,2
FDCHP,A,01,FDCHP Series A Sub 01,Instrument Configuration,
FDCHP,A,01,FDCHP Series A Sub 01,Link to the Specification,
FDCHP,A,01,FDCHP Series A Sub 01,Notes,
FDCHP,A,01,FDCHP Series A Sub 01,PrimaryScienceDiscipline,P
FDCHP,A,01,FDCHP Series A Sub 01,Produces Acoustic Interference,
FDCHP,A,01,FDCHP Series A Sub 01,Ready for 2013?,No
FDCHP,A,01,FDCHP Series A Sub 01,RSN O&M Spares,
FDCHP,A,01,FDCHP Series A Sub 01,RSN Part Number,
FDCHP,A,01,FDCHP Series A Sub 01,Susceptible to Acoustic Interference,
FDCHP,A,01,FDCHP Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
FLOBN,A,01,FLOBN Series A Sub 01,2009 Baseline Price*,
FLOBN,A,01,FLOBN Series A Sub 01,2009 Deployed Instrument Count,1
FLOBN,A,01,FLOBN Series A Sub 01,Alternate Instrument Class Name,Benthic Fluid Flow
FLOBN,A,01,FLOBN Series A Sub 01,CE Spares,
FLOBN,A,01,FLOBN Series A Sub 01,CGSN MREFC Spares,
FLOBN,A,01,FLOBN Series A Sub 01,CGSN O&M Spares,
FLOBN,A,01,FLOBN Series A Sub 01,CGSN P/N,
FLOBN,A,01,FLOBN Series A Sub 01,ClassLongName,flow_benthic
FLOBN,A,01,FLOBN Series A Sub 01,Comments,
FLOBN,A,01,FLOBN Series A Sub 01,CP Spares,
FLOBN,A,01,FLOBN Series A Sub 01,Description,Benthic fluid flow rate sampler. Measures benthic flow rates via optical injection tracer at the sediment-water interface
FLOBN,A,01,FLOBN Series A Sub 01,ECRs that changed the count,
FLOBN,A,01,FLOBN Series A Sub 01,Global Spares,
FLOBN,A,01,FLOBN Series A Sub 01,Instrument Configuration,
FLOBN,A,01,FLOBN Series A Sub 01,Link to the Specification,
FLOBN,A,01,FLOBN Series A Sub 01,Notes,
FLOBN,A,01,FLOBN Series A Sub 01,PrimaryScienceDiscipline,C
FLOBN,A,01,FLOBN Series A Sub 01,Produces Acoustic Interference,
FLOBN,A,01,FLOBN Series A Sub 01,Ready for 2013?,
FLOBN,A,01,FLOBN Series A Sub 01,RSN O&M Spares,1
FLOBN,A,01,FLOBN Series A Sub 01,RSN Part Number,4830-58334
FLOBN,A,01,FLOBN Series A Sub 01,Susceptible to Acoustic Interference,
FLOBN,A,01,FLOBN Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
FLORD,A,01,FLORD Series A Sub 01,2009 Baseline Price*,"$5,600.00"
FLORD,A,01,FLORD Series A Sub 01,2009 Deployed Instrument Count,35
FLORD,A,01,FLORD Series A Sub 01,Alternate Instrument Class Name,2-Wavelength Fluorometer
FLORD,A,01,FLORD Series A Sub 01,CE Spares,
FLORD,A,01,FLORD Series A Sub 01,CGSN MREFC Spares,
FLORD,A,01,FLORD Series A Sub 01,CGSN O&M Spares,
FLORD,A,01,FLORD Series A Sub 01,CGSN P/N,
FLORD,A,01,FLORD Series A Sub 01,ClassLongName,Fluorometer_two_wavelength
FLORD,A,01,FLORD Series A Sub 01,Comments,
FLORD,A,01,FLORD Series A Sub 01,CP Spares,
FLORD,A,01,FLORD Series A Sub 01,Description,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter"
FLORD,A,01,FLORD Series A Sub 01,ECRs that changed the count,"ECR 1300-00177, ECR 1303-00796"
FLORD,A,01,FLORD Series A Sub 01,Global Spares,
FLORD,A,01,FLORD Series A Sub 01,Instrument Configuration,
FLORD,A,01,FLORD Series A Sub 01,Link to the Specification,
FLORD,A,01,FLORD Series A Sub 01,Notes,
FLORD,A,01,FLORD Series A Sub 01,PrimaryScienceDiscipline,B
FLORD,A,01,FLORD Series A Sub 01,Produces Acoustic Interference,
FLORD,A,01,FLORD Series A Sub 01,Ready for 2013?,
FLORD,A,01,FLORD Series A Sub 01,RSN O&M Spares,1
FLORD,A,01,FLORD Series A Sub 01,RSN Part Number,4830-58321
FLORD,A,01,FLORD Series A Sub 01,Susceptible to Acoustic Interference,
FLORD,A,01,FLORD Series A Sub 01,"Vendor CLIN, SubCLIN or Model #",
FLORD,D,01,FLORD Series D Sub 01,2009 Baseline Price*,"$5,600.00"
FLORD,D,01,FLORD Series D Sub 01,2009 Deployed Instrument Count,35
FLORD,D,01,FLORD Series D Sub 01,Alternate Instrument Class Name,2-Wavelength Fluorometer
FLORD,D,01,FLORD Series D Sub 01,CE Spares,
FLORD,D,01,FLORD Series D Sub 01,CGSN MREFC Spares,
FLORD,D,01,FLORD Series D Sub 01,CGSN O&M Spares,
FLORD,D,01,FLORD Series D Sub 01,CGSN P/N,
FLORD,D,01,FLORD Series D Sub 01,ClassLongName,Fluorometer_two_wavelength
FLORD,D,01,FLORD Series D Sub 01,Comments,
FLORD,D,01,FLORD Series D Sub 01,CP Spares,
FLORD,D,01,FLORD Series D Sub 01,Description,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter"
FLORD,D,01,FLORD Series D Sub 01,ECRs that changed the count,"ECR 1300-00177, ECR 1303-00796"
FLORD,D,01,FLORD Series D Sub 01,Global Spares,
FLORD,D,01,FLORD Series D Sub 01,Instrument Configuration,
FLORD,D,01,FLORD Series D Sub 01,Link to the Specification,
FLORD,D,01,FLORD Series D Sub 01,Notes,
FLORD,D,01,FLORD Series D Sub 01,PrimaryScienceDiscipline,B
FLORD,D,01,FLORD Series D Sub 01,Produces Acoustic Interference,
FLORD,D,01,FLORD Series D Sub 01,Ready for 2013?,
FLORD,D,01,FLORD Series D Sub 01,RSN O&M Spares,
FLORD,D,01,FLORD Series D Sub 01,RSN Part Number,
FLORD,D,01,FLORD Series D Sub 01,Susceptible to Acoustic Interference,
FLORD,D,01,FLORD Series D Sub 01,"Vendor CLIN, SubCLIN or Model #",
FLORD,E,01,FLORD Series E Sub 01,2009 Baseline Price*,"$5,600.00"
FLORD,E,01,FLORD Series E Sub 01,2009 Deployed Instrument Count,35
FLORD,E,01,FLORD Series E Sub 01,Alternate Instrument Class Name,2-Wavelength Fluorometer
FLORD,E,01,FLORD Series E Sub 01,CE Spares,
FLORD,E,01,FLORD Series E Sub 01,CGSN MREFC Spares,1
FLORD,E,01,FLORD Series E Sub 01,CGSN O&M Spares,1
FLORD,E,01,FLORD Series E Sub 01,CGSN P/N,1336-00003-00005
FLORD,E,01,FLORD Series E Sub 01,ClassLongName,Fluorometer_two_wavelength
FLORD,E,01,FLORD Series E Sub 01,Comments,
FLORD,E,01,FLORD Series E Sub 01,CP Spares,
FLORD,E,01,FLORD Series E Sub 01,Description,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter"
FLORD,E,01,FLORD Series E Sub 01,ECRs that changed the count,"ECR 1300-00177, ECR 1303-00796"
FLORD,E,01,FLORD Series E Sub 01,Global Spares,2
FLORD,E,01,FLORD Series E Sub 01,Instrument Configuration,"WET Labs ECO Triplet-w (will need IM, batt)"
FLORD,E,01,FLORD Series E Sub 01,Link to the Specification,
FLORD,E,01,FLORD Series E Sub 01,Notes,
FLORD,E,01,FLORD Series E Sub 01,PrimaryScienceDiscipline,B
FLORD,E,01,FLORD Series E Sub 01,Produces Acoustic Interference,
FLORD,E,01,FLORD Series E Sub 01,Ready for 2013?,
FLORD,E,01,FLORD Series E Sub 01,RSN O&M Spares,
FLORD,E,01,FLORD Series E Sub 01,RSN Part Number,
FLORD,E,01,FLORD Series E Sub 01,Susceptible to Acoustic Interference,
FLORD,E,01,FLORD Series E Sub 01,"Vendor CLIN, SubCLIN or Model #",
FLORD,G,01,FLORD Series G Sub 01,2009 Baseline Price*,"$5,600.00"
FLORD,G,01,FLORD Series G Sub 01,2009 Deployed Instrument Count,35
FLORD,G,01,FLORD Series G Sub 01,Alternate Instrument Class Name,2-Wavelength Fluorometer
FLORD,G,01,FLORD Series G Sub 01,CE Spares,
FLORD,G,01,FLORD Series G Sub 01,CGSN MREFC Spares,
FLORD,G,01,FLORD Series G Sub 01,CGSN O&M Spares,
FLORD,G,01,FLORD Series G Sub 01,CGSN P/N,
FLORD,G,01,FLORD Series G Sub 01,ClassLongName,Fluorometer_two_wavelength
FLORD,G,01,FLORD Series G Sub 01,Comments,
FLORD,G,01,FLORD Series G Sub 01,CP Spares,
FLORD,G,01,FLORD Series G Sub 01,Description,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter"
FLORD,G,01,FLORD Series G Sub 01,ECRs that changed the count,"ECR 1300-00177, ECR 1303-00796"
FLORD,G,01,FLORD Series G Sub 01,Global Spares,
FLORD,G,01,FLORD Series G Sub 01,Instrument Configuration,w/ cable.  P/N# EXA-210374
FLORD,G,01,FLORD Series G Sub 01,Link to the Specification,
FLORD,G,01,FLORD Series G Sub 01,Notes,
FLORD,G,01,FLORD Series G Sub 01,PrimaryScienceDiscipline,B
FLORD,G,01,FLORD Series G Sub 01,Produces Acoustic Interference,
FLORD,G,01,FLORD Series G Sub 01,Ready for 2013?,
FLORD,G,01,FLORD Series G Sub 01,RSN O&M Spares,
FLORD,G,01,FLORD Series G Sub 01,RSN Part Number,
FLORD,G,01,FLORD Series G Sub 01,Susceptible to Acoustic Interference,
FLORD,G,01,FLORD Series G Sub 01,"Vendor CLIN, SubCLIN or Model #",
FLORD,L,01,FLORD Series L Sub 01,2009 Baseline Price*,"$5,600.00"
FLORD,L,01,FLORD Series L Sub 01,2009 Deployed Instrument Count,35
FLORD,L,01,FLORD Series L Sub 01,Alternate Instrument Class Name,2-Wavelength Fluorometer
FLORD,L,01,FLORD Series L Sub 01,CE Spares,
FLORD,L,01,FLORD Series L Sub 01,CGSN MREFC Spares,
FLORD,L,01,FLORD Series L Sub 01,CGSN O&M Spares,
FLORD,L,01,FLORD Series L Sub 01,CGSN P/N,1331-00003-00002
FLORD,L,01,FLORD Series L Sub 01,ClassLongName,Fluorometer_two_wavelength
FLORD,L,01,FLORD Series L Sub 01,Comments,McLane P/N: 200-1367
FLORD,L,01,FLORD Series L Sub 01,CP Spares,
FLORD,L,01,FLORD Series L Sub 01,Description,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter"
FLORD,L,01,FLORD Series L Sub 01,ECRs that changed the count,"ECR 1300-00177, ECR 1303-00796"
FLORD,L,01,FLORD Series L Sub 01,Global Spares,
FLORD,L,01,FLORD Series L Sub 01,Instrument Configuration,"WET Labs FLBBRTD (700 nm backscatter, 470/695 Chl)"
FLORD,L,01,FLORD Series L Sub 01,Link to the Specification,
FLORD,L,01,FLORD Series L Sub 01,Notes,
FLORD,L,01,FLORD Series L Sub 01,PrimaryScienceDiscipline,B
FLORD,L,01,FLORD Series L Sub 01,Produces Acoustic Interference,
FLORD,L,01,FLORD Series L Sub 01,Ready for 2013?,
FLORD,L,01,FLORD Series L Sub 01,RSN O&M Spares,
FLORD,L,01,FLORD Series L Sub 01,RSN Part Number,
FLORD,L,01,FLORD Series L Sub 01,Susceptible to Acoustic Interference,
FLORD,L,01,FLORD Series L Sub 01,"Vendor CLIN, SubCLIN or Model #",
FLORD,M,01,FLORD Series M Sub 01,2009 Baseline Price*,"$5,600.00"
FLORD,M,01,FLORD Series M Sub 01,2009 Deployed Instrument Count,35
FLORD,M,01,FLORD Series M Sub 01,Alternate Instrument Class Name,2-Wavelength Fluorometer
FLORD,M,01,FLORD Series M Sub 01,CE Spares,
FLORD,M,01,FLORD Series M Sub 01,CGSN MREFC Spares,
FLORD,M,01,FLORD Series M Sub 01,CGSN O&M Spares,
FLORD,M,01,FLORD Series M Sub 01,CGSN P/N,
FLORD,M,01,FLORD Series M Sub 01,ClassLongName,Fluorometer_two_wavelength
FLORD,M,01,FLORD Series M Sub 01,Comments,
FLORD,M,01,FLORD Series M Sub 01,CP Spares,
FLORD,M,01,FLORD Series M Sub 01,Description,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter"
FLORD,M,01,FLORD Series M Sub 01,ECRs that changed the count,"ECR 1300-00177, ECR 1303-00796"
FLORD,M,01,FLORD Series M Sub 01,Global Spares,
FLORD,M,01,FLORD Series M Sub 01,Instrument Configuration,
FLORD,M,01,FLORD Series M Sub 01,Link to the Specification,
FLORD,M,01,FLORD Series M Sub 01,Notes,
FLORD,M,01,FLORD Series M Sub 01,PrimaryScienceDiscipline,B
FLORD,M,01,FLORD Series M Sub 01,Produces Acoustic Interference,
FLORD,M,01,FLORD Series M Sub 01,Ready for 2013?,
FLORD,M,01,FLORD Series M Sub 01,RSN O&M Spares,
FLORD,M,01,FLORD Series M Sub 01,RSN Part Number,
FLORD,M,01,FLORD Series M Sub 01,Susceptible to Acoustic Interference,
FLORD,M,01,FLORD Series M Sub 01,"Vendor CLIN, SubCLIN or Model #",
FLORD,O,01,FLORD Series O Sub 01,2009 Baseline Price*,"$5,600.00"
FLORD,O,01,FLORD Series O Sub 01,2009 Deployed Instrument Count,35
FLORD,O,01,FLORD Series O Sub 01,Alternate Instrument Class Name,2-Wavelength Fluorometer
FLORD,O,01,FLORD Series O Sub 01,CE Spares,
FLORD,O,01,FLORD Series O Sub 01,CGSN MREFC Spares,
FLORD,O,01,FLORD Series O Sub 01,CGSN O&M Spares,
FLORD,O,01,FLORD Series O Sub 01,CGSN P/N,
FLORD,O,01,FLORD Series O Sub 01,ClassLongName,Fluorometer_two_wavelength
FLORD,O,01,FLORD Series O Sub 01,Comments,
FLORD,O,01,FLORD Series O Sub 01,CP Spares,
FLORD,O,01,FLORD Series O Sub 01,Description,"2-Wavelength Fluorometer for measurement of fluorescence, Chl-a, optical backscatter"
FLORD,O,01,FLORD Series O Sub 01,ECRs that changed the count,"ECR 1300-00177, ECR 1303-00796"
FLORD,O,01,FLORD Series O Sub 01,Global Spares,
FLORD,O,01,FLORD Series O Sub 01,Instrument Configuration,
FLORD,O,01,FLORD Series O Sub 01,Link to the Specification,
FLORD,O,01,FLORD Series O Sub 01,Notes,
FLORD,O,01,FLORD Series O Sub 01,PrimaryScienceDiscipline,B
FLORD,O,01,FLORD Series O Sub 01,Produces Acoustic Interference,
FLORD,O,01,FLORD Series O Sub 01,Ready for 2013?,
FLORD,O,01,FLORD Series O Sub 01,RSN O&M Spares,
FLORD,O,01,FLORD Series O Sub 01,RSN Part Number,
FLORD,O,01,FLORD Series O Sub 01,Susceptible to Acoustic Interference,
FLORD,O,01,FLORD Series O Sub 01,"Vendor CLIN, SubCLIN or Model #",
FLORT,A,01,FLORT Series A Sub 01,2009 Baseline Price*,"$13,905.00"
FLORT,A,01,FLORT Series A Sub 01,2009 Deployed Instrument Count,42
FLORT,A,01,FLORT Series A Sub 01,Alternate Instrument Class Name,3-Wavelength Fluorometer
FLORT,A,01,FLORT Series A Sub 01,CE Spares,
